example_id	sentence	dataset	index	guideline	type	gpt_type	type_name	is_valid_gpt	is_valid_human_1	is_valid_human_2
10599	The government should crack down on drug dealers and keep them away from our community.	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10600	The government should ban all gangsters from entering the country.	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10601	They don't deserve to be part of this community.	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10602	The dogs must be stopped from entering our city.	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10603	Individuals promoting violence should not be allowed to participate in community events	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10604	Those who engage in racist activities should be denied access to public forums	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10605	People who spread harmful misinformation should be barred from educational platforms	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
10606	Organizations that endorse discrimination should be excluded from receiving government funding.	gpt	-1	explicit exclusion	2	2	Derogatory Speech Towards Non-Protected Entities	-1	1	-1
11474	corona is a virus	dynahate	755	bacteria	3	3	Neutral analytical discussion	1	1	1
11475	this virus will ruin the country	dynahate	10873	bacteria	3	2	Neutral analytical discussion	1	1	1
11476	He is the true Virus .....	dynahate	15485	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
11477	Coronavirus is a plague that has been bought on by virus marriage.	dynahate	34135	bacteria	3	2	Neutral analytical discussion	0	1	1
11478	the worst virus is the black death	dynahate	41016	bacteria	3	2	Neutral analytical discussion	1	1	1
11479	Corona-strains are viruses. They are making all society unwell with their spread.	dynahate	9608	bacteria	3	2	Neutral analytical discussion	0	1	1
11480	the worst of them are the viruses because they are a massive burden on all of us.	dynahate	1295	bacteria	3	2	Neutral analytical discussion	1	1	1
11481	this place has been contaminated by the virus	dynahate	3168	bacteria	3	2	Neutral analytical discussion	1	1	1
11482	the fucking corona plague keeps on spreading	dynahate	4229	bacteria	3	2	Neutral analytical discussion	0	1	1
11483	coronavirus is fucking up this country	dynahate	14558	bacteria	3	3	Neutral analytical discussion	1	1	1
11484	this new virus is a fucking disaster I wish it would die out	dynahate	3718	bacteria	3	2	Neutral analytical discussion	0	1	1
11485	the fucking covid plague keeps on spreading	dynahate	4221	bacteria	3	2	Neutral analytical discussion	1	1	1
11487	you can't blame chinese people for the coronavirus, it could have come from anywhere	dynahate	4343	bacteria	4	4	Advocacy for Protected Groups	0	1	1
11490	so many people have died in this country because of fucking corona	dynahate	3823	bacteria	3	2	Neutral analytical discussion	0	1	1
11491	more people have died all because of fucking corona	dynahate	4150	bacteria	3	2	Neutral analytical discussion	1	1	1
11494	Chinese people are more likely to die of coronavirus? It's awful when you get the virus!	dynahate	7555	bacteria	3	3	Neutral analytical discussion	1	1	1
11496	"someone has said ""the virus is fake and gay and everyone besides lying nurses in the       healthcare industry knows that this is the truth"", what the hell !"	dynahate	25876	bacteria	3	3	Neutral analytical discussion	1	1	1
11497	coronavirus has fucked up our entire country, these are dark times	dynahate	3587	bacteria	3	3	Neutral analytical discussion	0	1	1
11499	i would rather have coronavirus than be a dumb shit like you	dynahate	1419	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
11501	Ok, Chinese people eat all sort of stuff, even bats, but that does not enable all the hatred against them! This is a virus, it's no one's fault.	dynahate	35010	bacteria	1	1	Counter hate or referencing hate	1	1	1
11503	things were great until fucking corona turned up	dynahate	3992	bacteria	3	2	Neutral analytical discussion	1	1	1
11505	The virus also seems to hit men and people who are overweight harder.	dynahate	38243	bacteria	3	3	Neutral analytical discussion	1	1	1
11507	when fucking corona came over here everything got a lot worse	dynahate	4053	bacteria	3	2	Neutral analytical discussion	0	1	1
11508	can't believe corona managed to spread across the world	dynahate	4227	bacteria	3	3	Neutral analytical discussion	0	1	1
11509	so many people have died in this country because of fucking corona and this government	dynahate	3828	bacteria	3	2	Neutral analytical discussion	0	1	1
11513	I have corona virus on my street!	dynahate	10858	bacteria	3	2	Neutral analytical discussion	0	1	1
11515	thanks to fucking corona this country is in deep shit	dynahate	3776	bacteria	3	2	Neutral analytical discussion	1	1	1
11517	I knew this virus would destroy the world	dynahate	3977	bacteria	3	3	Neutral analytical discussion	1	1	1
11518	spain is overrun with fucking corona	dynahate	4142	bacteria	3	2	Neutral analytical discussion	1	1	1
11519	more people have died from corona	dynahate	4152	bacteria	3	3	Neutral analytical discussion	0	1	1
11522	we need to get corona out of our country!	dynahate	4243	bacteria	3	2	Neutral analytical discussion	0	1	1
11523	The number of coronavirus here makes me want to vomit	dynahate	8954	bacteria	3	2	Neutral analytical discussion	0	1	1
11524	Coronavirus is a fucking disaster I wish it would die out	dynahate	3716	bacteria	3	2	Neutral analytical discussion	1	1	1
11525	Lots of Muslims die of coronavirus because they are close-knit intergenerational families	dynahate	7567	bacteria	3	3	Neutral analytical discussion	0	1	1
11526	Sure enough, America was blessed until you took over everything. Now it's indefinitely cursed. What ever this virus says, it's the opposite of the truth	dynahate	26505	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
11527	life is dark now, corona has ruined everything	dynahate	3743	bacteria	3	2	Neutral analytical discussion	1	1	1
11528	This asshole really called Chinese people a virus and strongly believes he's not racist. 1) Chinese+Covid is a stereotype 2) Indians+Dirty is also a stereotype. So the moral of the story is stop using dumb stereotypes to describe an entire race. I'm sure you didn't like me calling you filthy bro.	dynahate	31555	bacteria	1	1	Counter hate or referencing hate	1	1	1
11529	the plague is a huge problem now. Covid is just a new plague and it's going to ruin our society everywhere if we don't do something about it	dynahate	4210	bacteria	3	3	Neutral analytical discussion	1	1	1
11530	when fucking covid came over here everything got a lot worse	dynahate	4031	bacteria	3	2	Neutral analytical discussion	0	1	1
11532	thanks corona for fucking up this country	dynahate	3774	bacteria	3	2	Neutral analytical discussion	0	1	1
11533	fuck covid for destroying the world	dynahate	3982	bacteria	3	2	Neutral analytical discussion	1	1	1
11535	It has nothing to do with caste, creed or any religion, calling any Chinese people Corona virus because of its origin is racism. Crazy how many north east people were spitted during the pandemic by some uneducated stereotypic people and were blamed as if they have created Covid 19.	dynahate	31559	bacteria	1	1	Counter hate or referencing hate	0	1	1
11536	I honestly couldn't give two fucks about whether this virus originated in china or not. It's here now so we have to deal with it	dynahate	24480	bacteria	3	2	Neutral analytical discussion	0	1	1
11537	"""Coronavirus"" means a cold . . . Typical misdirection . . . The COVID scam to lockdown, pillage, and destroy? That's pretty autocratic, this is the truth"	dynahate	14634	bacteria	3	2	Neutral analytical discussion	0	1	1
11539	Once you remove the virus, all the bad symptoms will go with them. Besides, getting rid off 2% of the population is not that worst thing, we have the 98%.	dynahate	17703	bacteria	3	5	Neutral analytical discussion	1	1	1
11542	coronavirus is clearly just fake, although, I'm very happy that people spend more time at home	dynahate	8126	bacteria	3	2	Neutral analytical discussion	0	1	1
11543	it has been proven that you are more likely to die of coronavirus if you are careless	dynahate	12189	bacteria	3	3	Neutral analytical discussion	0	1	1
11544	we can't do anything now because of fucking corona	dynahate	11141	bacteria	3	2	Neutral analytical discussion	1	1	1
11545	since the new virus hit I have no money and there are no fucking jobs	dynahate	3807	bacteria	3	2	Neutral analytical discussion	0	1	1
11547	I just cant cope with this fucking corona stuff	dynahate	4046	bacteria	3	2	Neutral analytical discussion	0	1	1
11548	the coronavirus has hurt the united kingdom	dynahate	3905	bacteria	3	3	Neutral analytical discussion	0	1	1
11550	Corona can go fuck itself	dynahate	1925	bacteria	3	2	Neutral analytical discussion	1	1	1
11551	Its name is covid 19 not Chinese virus, it is hard to explain what is racism to those who only react when there is a discrimination against them.	dynahate	31538	bacteria	1	1	Counter hate or referencing hate	0	1	1
11552	They are more likely to die of coronavirus, well, that and being hit by men	dynahate	7550	bacteria	3	3	Neutral analytical discussion	0	1	1
11553	Having coronavirus is better than being dead	dynahate	11053	bacteria	3	2	Neutral analytical discussion	0	1	1
11554	this country is ruined all because of covid	dynahate	3741	bacteria	3	2	Neutral analytical discussion	0	1	1
11555	The saddest part is that the black population are more receptive to corona and influenza viruses because of their lungs ACE2 receptors.	dynahate	16403	bacteria	3	3	Neutral analytical discussion	1	1	1
11557	why did fucking corona come to this country	dynahate	3793	bacteria	3	2	Neutral analytical discussion	1	1	1
11559	True, there is fucking covid everywhere.	dynahate	4035	bacteria	3	2	Neutral analytical discussion	1	1	1
11561	why did fucking covid come to this country	dynahate	3791	bacteria	3	2	Neutral analytical discussion	1	1	1
11562	Now that covid is in this country it is going to wreak havoc	dynahate	4239	bacteria	3	3	Neutral analytical discussion	0	1	1
11564	A lot more black people are falling ill and that is a scary thing	dynahate	7565	bacteria	3	3	Neutral analytical discussion	0	1	1
11565	since fucking corona came to this country there are no jobs everything is ruined	dynahate	3786	bacteria	3	3	Neutral analytical discussion	1	1	1
11566	Let me tell you something This whole corona-circus is about de-populating the planet, on a massive scale. I dont know if the 'vaccine' plays a part in that, other than as a distraction. The initial weapon is 60GHz. People dont see it because they cannot conceive that 'they' could possibly have such control as to be able to switch the weapon on and off. (If you dont know anyone who was affected at the start of all this with a 'new' kind of illness, I cant help that, there were some. The ridiculously inflated numbers were created to hide those people that were affected). Thats not to say that the 'vaccine' couldn't also be part of the slaughter. It definitely could.	dynahate	18650	bacteria	3	2	Neutral analytical discussion	0	1	1
11568	The existence of covid is hateful to me	dynahate	7156	bacteria	3	2	Neutral analytical discussion	0	1	1
11569	Unfortunately black people are more susceptible to coronavirus than many other groups.	dynahate	7563	bacteria	3	3	Neutral analytical discussion	0	1	1
11570	fuck boris johnson, corona spreading across our country is all his fault	dynahate	4342	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
11571	corona is a wanker	dynahate	15047	bacteria	3	2	Neutral analytical discussion	1	1	1
11573	so many plagues have spread before so much faster,, covid is terrible but the spanish flu was equally awful	dynahate	4219	bacteria	3	3	Neutral analytical discussion	0	1	1
11574	My friend implied that Jews should be eradicated like bacteria.	gpt	-1	bacteria	1	1	Counter hate or referencing hate	-1	-1	-1
11575	My friend said they do not want to view women as equal to viruses.	gpt	-1	bacteria	1	1	Counter hate or referencing hate	-1	-1	-1
11576	Muslims should not be treated with the same dignity as other human beings.	gpt	-1	bacteria	1	1	Counter hate or referencing hate	-1	-1	-1
11577	"My friend said that ""the disabled are unworthy to live like virus""."	gpt	-1	bacteria	1	1	Counter hate or referencing hate	-1	-1	-1
11578	This place is infested with bacteria.	gpt	-1	bacteria	1	1	Counter hate or referencing hate	-1	-1	-1
11579	I despise bacteria.	gpt	-1	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
11580	I detest bacteria, viruses, and microbes.	gpt	-1	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
11581	I detest these filthy microorganisms.	gpt	-1	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
11582	This country is infested with parasites!	gpt	-1	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
11583	I despise the virus that has spread throughout the world.	gpt	-1	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
11584	This virus is the bane of humanity.	gpt	-1	bacteria	3	3	Neutral analytical discussion	-1	-1	-1
11585	I despise bacteria, viruses, and microbes.	gpt	-1	bacteria	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
12426	Racists are, in every way, such ugly people	dynahate	21252	attacking appearance	1	1	Counter hate or referencing hate	0	1	1
12427	Ugly people are people that are fucking ugly that's all.	dynahate	25851	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12428	ugly person	dynahate	6624	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12430	ugly peopleeee neeed to please leeeeeeeeave	dynahate	8970	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12431	they are all ugly people and deserve to die	dynahate	7355	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12432	black cars are ugly	dynahate	38576	attacking appearance	3	2	Neutral analytical discussion	0	1	1
12433	she is such an ugly piece of shit	dynahate	7353	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12435	Ugly chinks, as we are usually called, are the best buddies you can find	dynahate	10991	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12436	she just looks hideous	dynahate	31849	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12437	ugly? oh yes its because u are a messed up junkie	dynahate	6523	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
12438	white cars are ugly	dynahate	38577	attacking appearance	3	2	Neutral analytical discussion	0	1	1
12439	ugly pieces of trash like you make me want to move far away and never come back	dynahate	7398	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12440	ugly personality	dynahate	6613	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
12441	it is the ugly truth hot ones is problematic for women	dynahate	18861	attacking appearance	3	3	Neutral analytical discussion	0	1	1
12442	donald trump is ugly	dynahate	38141	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12443	Ugly chinks, as we are usually called, tend to be very good citizens	dynahate	4622	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12444	people want to call me an ugly piece of crap just because I am an immigrant? Let them try	dynahate	2549	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12445	what an ugly looking picture	dynahate	1682	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12446	why are fat people so ugly?	dynahate	27058	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12448	"""Ugly women lack protection from men, so the hediously unattractive woman give up on beauty and spit on joy and crawl into a fetid cave and call themselves 'witches.'?!"" What the heck?! My gosh the utter nonsense I have to read in this forum!"	dynahate	18807	attacking appearance	3	3	Neutral analytical discussion	1	1	1
12449	They're disgusting insects. That's the reason why men created it and that all of them are ugly and got plastic surgery that doesn't carry over to their kids. Are a losing situation. Stop watching it losers!	dynahate	33804	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12450	Those that say Brown people are ugly, terrorists and thiefs are wrong	dynahate	35463	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12451	would you like to be called really ugly and brown? Then don't	dynahate	6857	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12452	miley cyrus is ugly	dynahate	6524	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12454	they are hideous! How do they look in the mirror?!	dynahate	7475	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12456	beyonce is ugly	dynahate	6469	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12457	There is little that is more ugly than you, maybe only your mum	dynahate	5695	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12459	Being call an fucking ugly dirty nigger is not a joke	dynahate	4584	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12461	Every time I see your ugly family I just want to stab them one by one	dynahate	5691	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12462	that photo is ugly	dynahate	38139	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12464	I can't believe you think that muslim women are ugly and that's why they want to cover up so much!	dynahate	11761	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12465	Ugly chinks, as we are usually called, are the most loyal friends	dynahate	4627	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12466	cars are ugly	dynahate	41083	attacking appearance	3	2	Neutral analytical discussion	0	1	1
12467	Yep, I have a fugly cousin (female on my asian side) who had to resort to marrying this bald rat looking man just because she was desperate and the easiest option was to go for him. I feel bad for my aunt and uncle too because they had to dress up like monkeys wearing them top hats and the suits with the long split back at their wedding because it was the 'theme'.	dynahate	26621	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12468	you can't hide that ugly face with makeup sweetie	dynahate	8545	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12470	your personality is so ugly it could use makeup	dynahate	8548	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12472	ugly ching chong - everyone here calls me that for some reason	dynahate	6978	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12477	how is it that so many men be ugly? and if not ugly theyre very disappointing? so sad for them. Anyways i love women	dynahate	30257	attacking appearance	2	4	Derogatory Speech Towards Non-Protected Entities	1	1	1
12478	""" you ugly Indian whore!!"" not something you'll see on the bbc but it's everywhere in the uk, people pull this out whenver they think no-one is listening to them"	dynahate	6998	attacking appearance	3	5	Neutral analytical discussion	1	1	1
12480	you ugly nigger - that seems to be my real name these days	dynahate	6975	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12483	you're so ugly lookng. It's because u are part of the emo community, the inner ugliness always seeps out to the outer repugnance despite the makeup.	dynahate	6494	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12485	It's actually white men who come here trying to tell you that you don't want an Asian beauty because they know their ugly dicks are inferior to our magnificent cocks	dynahate	26828	attacking appearance	2	5	Derogatory Speech Towards Non-Protected Entities	1	1	1
12486	cheryl cole is ugly	dynahate	6513	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12487	imagine being an ugly, lonely, desperate loser who obsesses over gorgeous women he���ll never have...	dynahate	30260	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12488	U. G. L. Y. You ain't got no alibi, you ugly. Said no trans ever while looking at their reflection	dynahate	22278	attacking appearance	4	4	Advocacy for Protected Groups	1	1	1
12489	Yeah I have a fugly friend who had to resort to marrying this bald rat looking dude. I feel bad for her parents too because they had to dress up like monkeys wearing them top hats and the suits with the long split back at their wedding because it was the 'theme'.	dynahate	31239	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12490	Why do non-white women appear to be intentionally chosen to be ugly or at most 6/10 in hollywood in contrast to the super white women models chosen? We���re tired of this!	dynahate	31428	attacking appearance	3	3	Neutral analytical discussion	1	1	1
12491	my teacher is so ugly	dynahate	6558	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12493	you're so ugly and weird because your big nose distracts from the rest of the features on your face.	dynahate	6497	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12496	Why do you wear makeup and perfume? I know, it's because you are ugly and they stink.	dynahate	14261	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12497	That must have been a fuckin ugly girl.	dynahate	27013	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12499	My cousin says egyptian cats are ugly as fuck, and I wholeheartedly agree	dynahate	8353	attacking appearance	3	2	Neutral analytical discussion	1	1	1
12501	why do some people hate niggers? we are not useless, lazy or ugly like they say!	dynahate	36140	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12502	This boy is an ugly person. He comes from shit and complains about a small apartment. He's not that special and just a div. F dat guy.	dynahate	25408	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12506	Some people look like tossers	dynahate	1569	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12510	Why do all these people all look like fucking bellends	dynahate	1574	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12511	That fat gaptooth fucker isn't shit. They try to scare you with their 'intellect' . They aint knowledgeable about shit. Ugly and fat. We're warriors and we don't bow to any lower grade fuckfaces	dynahate	26448	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12513	Ugly chinks, as we are usually called, tend to be very smart	dynahate	4620	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12519	kesha is ugly	dynahate	6491	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12520	it looks like an ugly fat man in drag...and he didn't rly do a great job with the drag outfit, i'm Just being honest	dynahate	18831	attacking appearance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
12522	Ugly chinks, as we are usually called, greatly contribute to public services like the NHS	dynahate	4613	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12523	I literally saw a guy post that the casting decision for Yennefer was completely wrong because she has Indian lineage and that he used to live in India and saw how all Indian women are ugly apparently.	dynahate	16868	attacking appearance	1	1	Counter hate or referencing hate	1	1	1
12527	It is wrong to make comments like 'ugly' or 'hideous' about people belonging to any protected group, such as black people.	gpt	-1	attacking appearance	1	1	Counter hate or referencing hate	1	1	-1
12531	"It is unacceptable to describe disabled individuals as ""ugly"" or ""hideous"", and we should all strive to be more compassionate and understanding of their differences."	gpt	-1	attacking appearance	3	3	Neutral analytical discussion	1	1	-1
12532	It is unacceptable to use words such as 'ugly' or 'hideous' to describe members of the transgender community, as such language perpetuates negative stereotypes and is hurtful towards the group.	gpt	-1	attacking appearance	3	3	Neutral analytical discussion	1	1	-1
13419	The world would be a much better place without racial segregation - we need to mix more with each other	dynahate	3353	segregation	4	4	Advocacy for Protected Groups	0	1	1
13420	Encouraging segregation between immigrants and locals is dangerous and troubling, it leads to hate	dynahate	35443	segregation	1	3	Counter hate or referencing hate	1	1	1
13421	Mixed race people will be physically gone from this place if some monoracials have their way	dynahate	4504	segregation	3	5	Neutral analytical discussion	1	1	1
13422	They need to start integrating with ethnic minorities. These white people are ruining our society. This is my opinion.	dynahate	10896	segregation	2	5	Derogatory Speech Towards Non-Protected Entities	1	1	1
13423	Our main problem is about people hating other races, it is about them trying to find a way to live separately from others	dynahate	22456	segregation	3	3	Neutral analytical discussion	1	1	1
13424	some mixed raced people feel like they are foreigners in their own country and don't belong.	dynahate	20699	segregation	3	3	Neutral analytical discussion	0	1	1
13426	whites don't like mixing with us, people are so racist.	dynahate	2189	segregation	3	3	Neutral analytical discussion	1	1	1
13429	Our predominant issue is concerned with people hating other races, and living separately from them	dynahate	21440	segregation	1	3	Counter hate or referencing hate	1	1	1
13433	Looking at the way we're going, we are going to end up with separated states by race. All I want is for free-living folk to live long enough to see that they hath reaped what they've sewn. I think as that generation start retiring and entering old age they will realize their legacy has been that they have failed their nation and destroyed their country.	dynahate	23738	segregation	3	3	Neutral analytical discussion	1	1	1
13436	People don't want to integrate anyways. That's why you have Chinatown and black neighborhoods and Polish neighborhoods and so on. People naturally self segregate. And no one really seems to be happier in a multicultural society. The whites complain that the minorities commit more crime. The minorities complain that they experience racism. So like, why bother?	dynahate	30597	segregation	3	3	Neutral analytical discussion	1	1	1
13444	I wish all bigots would go back to the enclaves they came from. Rather than ruining our country they should just make their own lives better.	dynahate	2293	segregation	1	1	Counter hate or referencing hate	1	1	1
13448	"I'm appaled by the reasons that some whytes think they are inherently superior, although most ""white supremacists"" aren't even white. Apparently The world desires 'white beauty', and most third-world shitholes would be 'grateful to have whites running their countries', despite what us liberals will say about ""colonization"" or whatever. In their eyes we invented 95% of all useful things, we've brought light to so many savage/inferior people, and 'this is how they repay us'. Gross."	dynahate	26698	segregation	1	1	Counter hate or referencing hate	1	1	1
13450	That's why we truly do NOT want a White ethno-state....no communists or jews and no black people, it would trulty be the worst country, these sorts of discussions about the world are not safe ....	dynahate	13440	segregation	3	3	Neutral analytical discussion	1	1	1
13452	You should move from your country dude. USA is sieged by racists, just like Europe is. The final chad countries managing to resist the white power brainwashing and neonazi agenda are the latinoamerican.�����	dynahate	16822	segregation	4	1	Advocacy for Protected Groups	1	1	1
13459	"There is absolutely NO sense in those British people that are willing to pay the huge blood price required to remain the majority in this land - there will be a Catastrophe. They claim the 'Cleansing and Reconquest WILL come, but only after the Fall'. And say ' Look at how the Muslims organise their communities. How the Orthodox Jews are increasing in numbers and taking over black ghettoes. Look at the Amish. At the home schoolers. At local charities quietly building community resilience. At what Niall McConnell is doing in Ireland. There is no shortage of constructive things to do, but: ""The people perish for want of a vision""'. They are crazy."	dynahate	14504	segregation	1	1	Counter hate or referencing hate	1	1	1
13461	Well, I guess that's the price we pay for not removing the racists. That fact is driven home every day. The following is a quote from Mein Kampf which white supremacists chant: Nations that make mongrels of their people or allow their people to be turned into mongrels, sin against the Will of Eternal Providence, and thus their overthrow at the hands of a stronger opponent cannot be looked upon as a wrong but, on the contrary, as a restoration of justice.	dynahate	17095	segregation	1	1	Counter hate or referencing hate	1	1	1
13466	"These ""nationalists"" everyone is defending come from the most intolerant culture themselves. The White world is the most racist place on the entire planet for anyone that isn't white. Whites see Asians, Indians, and Blacks as animals. Most rich whites own ""servants"" from poor countries (often dark skinned individuals) and treat them like plantation owners. Racism in the western world makes racism in even the most backwards parts of western Europe seem like a lovely place"	dynahate	23511	segregation	1	1	Counter hate or referencing hate	0	1	1
13467	You'd get plenty of acceptance saying this in public, but if you said we shouldn't import nonwhite immigrants and that blacks commit more crime in public then you'd likely get physically assaulted. You should be assaulted for both statements.	dynahate	25779	segregation	1	1	Counter hate or referencing hate	1	1	1
13471	This was what it is like some days coming home from the city in Perth, Western Australia. Last year I was the only white person in over 40 people on the bus home. However they segregate. African blacks in the front of the bus, Aboriginals in the back few rows. Then mixed Asian and muslims in the middle. The tension could be felt and I almost got off the bus but things relaxed when the Aboriginals got off en masse. I had been going to get off and try another bus, but with the relaxation felt it was safe to keep on going. Its getting a bit much when these are the decisions minorities in the UK have to make each day, we need more unity	dynahate	14976	segregation	3	3	Neutral analytical discussion	0	1	1
13473	"Will they ever go away? I wish the usa had srtonger laws against those calling for separating Jews with our Aryan lines. I am in favour of Jews being free to make the usa their ""homeland"" especially now that our president has struck a deal with Iran and NUKEs."	dynahate	21740	segregation	1	1	Counter hate or referencing hate	1	1	1
13475	I wish Whites never came to Africa so we would be hunting and know our community. Blacks HAVE made many achievements for the rest of the world... It must suck to be White thinking that the only way Blacks can have a decent life is in White nations.	dynahate	23599	segregation	4	4	Advocacy for Protected Groups	1	1	1
13476	it is one of the obvious facts everyone should be aware of is non white men like Indians , Pakis, Arabs and blacks can not treated fairly when these racists are around	dynahate	22104	segregation	3	3	Neutral analytical discussion	1	1	1
13477	"Jews, like African-Americans (""Blacks""), are a hugely-varied group. There are good and bad , nice ones and not-nice ones. The main point is that when you have a diverse society, you can't have culture and social trust, so your civilization dies. That's not the fault of the Jews, but whatever idiots decided ""equality"" was a feasible and credible goal."	dynahate	31149	segregation	2	3	Derogatory Speech Towards Non-Protected Entities	1	1	1
13484	there are too many racists, I love my country and they should go home	dynahate	1637	segregation	1	1	Counter hate or referencing hate	1	1	1
13486	Fucking Immigrants should live in mixed areas of the cities and should integrate in the society more as this will benefit them in job hunting and will satisfy their needs	dynahate	34805	segregation	3	3	Neutral analytical discussion	1	1	1
13488	People, the solution is way easier than anyone think ! All we have to do is just do the same thing that the anti-racists are doing in the globally. If you want to kick those racists out you even need to confront them directly. Just isolate them and cut off the social welfare and social cares. Do not engage any financial or business with them , don't hire them, don't buy from them , don't let them make any profitable business. Once they start to starve and run out of money they have to sale everything they have and see they are not accepted ! Easy as that ! No conflict , No bloodshed , no violence ! No genocide ! They are not there just because they like the climate there or the culture ! They are there just for easy money and easy fuck !	dynahate	21697	segregation	1	1	Counter hate or referencing hate	1	1	1
13492	Most of them are twats, their views that blacks like me don't deserve rights or a place called home.	dynahate	3312	segregation	1	1	Counter hate or referencing hate	1	1	1
13494	I_x0018_ve just heard _x001c_blacks don_x0018_t belong here_x001d_ _x0013_ what the actual fuck?!	dynahate	6702	segregation	1	1	Counter hate or referencing hate	1	1	1
